customer_id,age,gender,city_tier,income,spending_score,num_transactions,membership_years,preferred_category,discount_usage,credit_score,annual_revenue
700,37,Male,Tier1,25460.18735185728,27,21,18,Grocery,0.5937987529889985,692.0,11245.83529416538
701,33,Female,Tier3,21001.223039283417,58,23,2,Electronics,0.588483913153031,,6077.051405380805
702,52,Female,Tier3,11065.295441900142,90,17,12,Electronics,0.6452053858345956,678.0,5365.083157025145
703,31,Female,Tier2,34256.66842382281,72,21,7,Electronics,0.05994021336491581,642.0,13802.080074051217
704,23,Female,Tier1,,21,13,20,Grocery,0.3271986044858134,654.0,29764.826691075665
705,21,Male,Tier1,18886.377455021822,21,19,10,Electronics,0.43570819124862054,577.0,7733.17415174724
706,47,Male,Tier3,12159.30682998499,72,16,10,Electronics,0.11705771042421459,848.0,5940.4047866619
707,24,Male,Tier1,25010.40049781098,1,16,12,Electronics,0.3152433583318881,662.0,11206.80539387243
708,61,Female,Tier1,,58,20,2,Fashion,0.2701845592318159,693.0,7533.352045344727
709,15,Female,Tier1,9400.830657736265,13,26,5,Electronics,0.18852909032139242,632.0,4713.448276434823
710,60,Female,Tier3,15492.60218450066,73,26,9,Electronics,0.0529470886657081,717.0,8897.4875457315
711,42,Female,Tier1,77029.21447038098,92,15,18,Fashion,0.4370713580789457,546.0,32909.25205294347
712,38,Other,Tier2,8575.903175045698,6,13,11,Electronics,0.2658444038753822,510.0,5279.648459923789
713,33,Male,Tier3,13582.884039441302,87,31,13,Grocery,0.6380003527002015,647.0,7144.23780648841
714,44,Male,Tier1,11337.83495335838,100,20,10,Luxury,0.3730571627059251,814.0,6248.29647545495
715,39,Male,Tier1,12061.696239904353,58,14,20,Fashion,0.44380010780508006,746.0,8492.713687269668
716,53,Female,Tier3,16125.651179740871,17,25,9,Electronics,0.21377178889653473,585.0,8759.956557427977
717,41,Male,Tier3,30147.80723609869,73,25,2,Electronics,0.3809340654388347,,12008.608415390925
718,41,Female,Tier3,,12,19,12,Electronics,0.44883378246020295,599.0,12290.494411347277
719,35,Female,Tier2,25395.445242108224,86,21,17,Fashion,0.09178229042960553,684.0,12601.40255308968
720,39,Female,Tier1,13642.329826223575,52,17,12,Luxury,0.13869315580855068,690.0,7729.744400400885
721,43,Female,Tier3,64727.44648964865,76,26,13,Electronics,0.32028751432597574,724.0,25992.60951002636
722,19,Male,Tier1,5177.126933287937,70,16,13,Grocery,0.48156944302448784,,4564.370357992594
723,23,Male,Tier3,35292.815911998325,73,28,6,Fashion,0.5967172495565278,548.0,12667.504520962884
724,48,Female,Tier3,10735.04569219657,52,22,11,Electronics,0.14017554219581266,643.0,6222.961381774958
725,42,Male,Tier2,21255.134650480017,37,15,3,Electronics,0.12725729956061196,,6755.872760702428
726,37,Male,Tier3,32668.609747616654,3,20,15,Electronics,0.38168416606765004,561.0,12385.332502581463
727,40,Female,Tier2,,98,24,18,Electronics,0.5299107238588214,671.0,6912.512038473456
728,44,Male,Tier1,24322.513278291914,8,9,9,Fashion,0.1334781892887054,576.0,10282.410846705694
729,33,Female,Tier2,25666.29541056019,10,22,15,Fashion,0.35134405333862895,,12508.560540201903
730,30,Female,Tier1,61306.20728192571,47,18,4,Electronics,0.006103560023499223,150.0,18344.911755547866
731,42,Male,Tier2,,41,22,15,Electronics,0.4425541023903986,628.0,51802.55463961603
732,28,Female,Tier1,7427.325668571122,64,25,0,Electronics,0.5649021782471515,673.0,3596.8987402221596
733,44,Male,Tier1,59397.509608130305,42,26,4,Grocery,0.07596586657786783,529.0,20255.40163832598
734,19,Female,Tier3,21450.083907115895,43,18,12,Grocery,0.40988931262064837,690.0,10174.123302787999
735,52,Male,Tier3,12506.454282201215,9,32,12,Electronics,0.3573210090784216,677.0,7078.563544591588
736,45,Female,Tier1,28519.325357408474,14,21,2,Grocery,0.3287097726771964,,9122.429579656504
737,43,Male,Tier2,,91,24,16,Electronics,0.26004301516386796,671.0,6922.050106801529
738,51,Male,Tier2,9229.601538796886,96,22,18,Electronics,,684.0,6977.885892499465
739,59,Male,Tier3,,4,15,4,Luxury,0.055814057254118005,,3211.472134859095
740,52,Male,Tier1,32281.910538729477,2,21,4,Electronics,0.40060769347144554,850.0,10861.39551609195
741,17,Male,Tier2,27692.261295069213,97,22,14,Electronics,0.33349466544856976,,12156.667172978166
742,24,Female,Tier3,12455.672410809015,85,19,9,Electronics,0.29528361423256405,546.0,5809.994273112858
743,32,Female,Tier1,63992.50650223569,1,27,11,Electronics,0.42004477621362535,,22877.621728920243
744,40,Male,Tier3,13848.48358419824,75,16,10,Grocery,0.07969346397647815,483.0,6098.037963779123
745,46,Male,Tier3,54073.132556481905,65,20,0,Grocery,0.6321268016383498,701.0,17033.73878385706
746,31,Female,Tier3,23991.54160110245,46,22,20,Fashion,0.5737742936929037,659.0,9451.806242155468
747,42,Female,Tier1,,59,18,2,Electronics,0.08705499850518209,679.0,6070.5385505824315
748,30,Male,Tier1,20323.091232914205,75,26,3,Electronics,0.2715322661840062,625.0,6146.755157965321
749,32,Female,Tier3,9157.973712508143,7,18,18,Electronics,0.715672755477098,670.0,7243.9335336904915
750,23,Male,Tier1,25634.986411228212,66,17,19,Grocery,0.4464756790649552,687.0,12443.181279507467
751,28,Female,Tier2,,15,17,2,Electronics,0.479617574105083,666.0,8185.767843171264
752,23,Male,Tier1,31863.397709830802,72,16,17,Fashion,0.30231123081132993,542.0,12759.59661201493
753,28,Male,Tier1,40757.96970621855,47,21,2,Electronics,0.27839991953797116,663.0,14504.859626116722
754,52,Female,Tier1,,90,29,6,Electronics,0.28668523889473485,798.0,9752.715690528821
755,28,Male,Tier2,7836.713598956367,40,23,20,Electronics,0.1927901283965856,669.0,6857.143446034931
756,71,Female,Tier1,42304.7364987356,42,20,0,Luxury,0.29822624902110567,660.0,15022.412673238388
757,45,Male,Tier2,22253.72694572097,51,11,18,Electronics,0.43838660125905504,774.0,9460.634529425373
758,42,Female,Tier2,5849.7615122353145,35,23,17,Electronics,0.13455883593555926,590.0,6854.77697583876
759,29,Female,Tier2,27357.07239146348,41,12,1,Electronics,0.3438858323433293,,7591.653881141426
760,48,Male,Tier2,28841.966676370015,85,19,11,Electronics,0.26109401970917206,607.0,9208.579975454995
761,33,Female,Tier1,17138.184270818198,57,19,16,Electronics,0.4605529808158423,736.0,10282.140549743264
762,41,Female,Tier1,19177.906651319685,38,18,20,Electronics,0.10032933146440585,713.0,11300.15385862358
763,70,Female,Tier1,14520.466588000449,72,14,20,Electronics,0.4678958858567005,,8918.55975883192
764,38,Female,Tier2,29474.733259983903,96,19,2,Electronics,0.3963885410944815,628.0,8981.359538660414
765,53,Female,Tier2,24294.225552247237,8,14,11,Electronics,0.23146583200189122,728.0,10035.116561060724
766,31,Male,Tier1,,74,25,11,Electronics,,501.0,6441.768208086474
767,39,Male,Tier1,68362.47932012424,63,30,5,Grocery,0.1071788696263246,614.0,25953.41326182983
768,61,Female,Tier2,13820.908752232122,87,21,9,Electronics,,699.0,6353.839005861396
769,32,Female,Tier1,3312.4291438491646,4,25,5,Electronics,0.6872152968226487,625.0,2473.3175332740784
770,61,Male,Tier3,,48,17,13,Electronics,0.2554741248398228,660.0,8519.657984651125
771,48,Female,Tier1,45326.915565735224,52,20,1,Electronics,0.23608625324016003,486.0,17573.43552783654
772,33,Female,Tier3,19061.53243236336,38,16,10,Grocery,0.3607059036479165,581.0,7788.480859317596
773,47,Male,Tier1,7013.9349429328595,94,17,14,Grocery,0.22172941043894864,704.0,5758.973856245782
774,51,Male,Tier1,10725.034808139239,87,22,7,Grocery,0.331533995097184,,5943.40911563964
775,47,Female,Tier1,10335.186412446214,5,16,12,Electronics,0.31158650051134357,545.0,5514.407420913229
776,21,Male,Tier1,14724.9649533643,85,10,18,Electronics,0.31245413884920975,734.0,8000.426600873356
777,31,Female,Tier1,18339.3905841659,70,18,9,Electronics,0.14140857150844202,691.0,6488.099405863325
778,37,Female,Tier1,31122.870888974758,81,23,8,Electronics,,562.0,14912.510279251353
779,39,Male,Tier2,,89,18,17,Electronics,0.17363821516591457,661.0,11651.526930960805
780,47,Male,Tier1,24921.4123697858,24,21,6,Electronics,0.2708319692074906,565.0,10591.081741850814
781,42,Male,Tier2,76538.34897752308,86,17,2,Grocery,0.17043390889761287,637.0,22526.624949872774
782,23,Female,Tier1,40238.54066036286,77,21,11,Electronics,,664.0,14023.96854754845
783,44,Female,Tier3,37833.99305067052,17,16,14,Luxury,0.3227947682775647,585.0,14427.737420613117
784,47,Male,Tier2,6190.595952693613,78,22,20,Electronics,0.27424169355325506,709.0,6628.493564500277
785,46,Female,Tier1,13013.415706661885,98,16,12,Grocery,0.2009298737836905,721.0,8442.723674163442
786,52,Male,Tier1,,90,15,5,Electronics,0.16694733574213205,671.0,3886.630570789819
787,50,Male,Tier1,12857.24872651993,83,17,7,Fashion,0.018126622278437483,683.0,6524.33670935442
788,45,Male,Tier1,,26,30,13,Electronics,0.358165132666286,,15309.812090747653
789,39,Male,Tier2,16731.0242131207,3,17,2,Electronics,0.1673778887064844,758.0,6168.759038898414
790,20,Male,Tier2,,2,28,15,Electronics,0.45158473125295256,642.0,19534.386566597652
791,45,Male,Tier3,35781.799220397756,92,16,17,Luxury,0.3805553650694949,575.0,14491.239882772803
792,42,Female,Tier2,22818.273000842448,2,19,16,Luxury,0.20989694444348003,661.0,12385.126293046627
793,43,Female,Tier3,47440.54332976015,22,17,17,Electronics,0.12978744003725412,709.0,16397.98220926499
794,24,Male,Tier3,57244.74958120528,71,21,9,Grocery,0.1979965134162349,690.0,23306.459396069826
795,27,Male,Tier3,,4,21,16,Electronics,0.5914146627228993,563.0,14510.191945199454
796,52,Male,Tier1,,38,19,15,Electronics,0.4082608071227642,710.0,13999.359701993795
797,39,Male,Tier1,34315.69698418151,84,18,20,Electronics,0.22497910179403802,645.0,11975.872377382075
798,48,Female,Tier1,8228.74934217093,70,26,1,Luxury,0.12922649725383745,690.0,4283.571681233727
799,40,Male,Tier2,20286.277990919374,73,17,19,Electronics,0.29772846642964457,585.0,9764.853663046251
800,40,Male,Tier1,21659.65609918927,52,26,3,Electronics,0.22931667680757195,733.0,9138.225854415256
801,51,Male,Tier1,17015.483155703434,31,21,10,Electronics,0.43937569973592633,,8470.940221154762
802,33,Male,Tier1,,26,19,6,Electronics,0.09085323086619781,745.0,5319.488530763885
803,41,Male,Tier1,44295.20253044953,36,19,16,Electronics,0.3023838787091215,527.0,18717.28240755851
804,34,Female,Tier2,24810.95910850553,26,19,18,Electronics,0.5865483010162521,,10987.871559455838
805,34,Male,Tier1,26441.5922269064,28,18,5,Electronics,0.24501383331667717,630.0,8673.474507711624
806,36,Male,Tier2,59707.08982615684,5,18,9,Electronics,0.0820902979243129,767.0,14916.507791559517
807,42,Female,Tier2,19211.61170126757,74,18,20,Electronics,0.2392680520801333,807.0,11779.282137502563
808,34,Female,Tier1,16778.515870127034,18,24,3,Electronics,0.22052299529437597,578.0,6536.436478868503
809,55,Female,Tier2,57119.74810672453,15,26,0,Fashion,0.1787350280757862,654.0,15257.13629894657
810,29,Female,Tier2,7758.020063759442,57,16,6,Electronics,0.27100663594199437,662.0,4179.335694112225
811,37,Male,Tier1,,97,16,20,Grocery,0.3074539560280634,707.0,11462.792231166553
812,34,Female,Tier1,13143.075179460431,5,14,15,Electronics,0.451310657044551,720.0,6586.777232146185
813,57,Female,Tier1,27034.669671063508,37,18,16,Electronics,0.3455996572099178,560.0,10646.612537200715
814,42,Male,Tier2,32871.96527869756,86,10,4,Electronics,0.3946364907895297,655.0,12587.451710419418
815,52,Female,Tier2,,86,16,9,Grocery,0.36388448547233393,489.0,12850.783790408832
816,22,Female,Tier1,45178.082931600984,22,15,6,Fashion,0.09943675583309788,714.0,13942.314620773031
817,43,Male,Tier1,18457.588601732794,52,22,12,Electronics,0.2857819664340643,622.0,8399.777981594772
818,50,Male,Tier1,19280.41518653333,15,27,6,Electronics,0.35759889902932845,553.0,7624.386452524472
819,40,Male,Tier3,31844.550582353677,17,18,14,Grocery,0.4086549787698695,676.0,10174.10013042766
820,52,Male,Tier1,40996.877543646704,51,29,16,Electronics,0.5916932992416407,620.0,18288.06404491359
821,33,Male,Tier3,8864.30066325766,45,17,2,Grocery,0.21643941611141182,750.0,3530.999307264822
822,56,Female,Tier1,,63,21,4,Electronics,0.20907979637704355,578.0,9662.41268802913
823,67,Female,Tier2,16702.755289652723,28,22,9,Grocery,0.30876380173577783,827.0,8071.281325795267
824,35,Male,Tier2,23412.065761074493,59,18,4,Electronics,0.1972995167118193,718.0,9983.291076055251
825,34,Female,Tier2,17159.683738222335,86,21,6,Electronics,0.13251122840220583,753.0,7438.284428168941
826,57,Male,Tier1,13280.836036377923,21,21,6,Grocery,0.14791607824753428,567.0,5362.291730912996
827,58,Male,Tier2,10797.109258382301,42,20,13,Electronics,0.20945633196867097,793.0,6495.336031575798
828,33,Female,Tier1,19816.757349327636,81,23,14,Electronics,0.062014651082235715,,9765.02595346698
829,34,Female,Tier1,28307.556276524636,69,19,4,Electronics,0.5996743624823639,633.0,7051.4568688861
830,36,Female,Tier2,14441.98025689343,82,22,4,Electronics,0.23415911060045572,754.0,6342.199420903306
831,23,Female,Tier3,50658.80713574709,17,23,3,Electronics,0.23242727173717315,690.0,18381.372965947587
832,28,Female,Tier2,,68,19,19,Luxury,0.3178898596625731,50.0,41938.44914023247
833,27,Female,Tier1,29412.869177814977,7,18,20,Grocery,0.05130991560815578,740.0,12443.347288006062
834,30,Male,Tier2,21399.76314198867,89,15,8,Electronics,0.5489036230287471,677.0,8448.088960169734
835,39,Female,Tier2,11630.84711573994,40,19,11,Fashion,0.3367030433642731,616.0,6898.474172932927
836,42,Other,Tier3,28539.394125826824,40,23,15,Electronics,0.27588205522720377,526.0,12126.13523457413
837,58,Female,Tier3,61946.29093535615,43,16,7,Grocery,0.3612712227158209,684.0,22891.034746525962
838,28,Male,Tier2,86157.7835830035,73,17,8,Electronics,0.2737322232214646,636.0,29885.88631336267
839,51,Female,Tier1,58530.8391304567,83,20,11,Grocery,0.2895176373258981,,14928.822869312778
840,37,Female,Tier2,39748.07693085869,51,16,19,Grocery,0.27794033557785636,523.0,15221.553216662058
841,39,Male,Tier2,29352.569228793756,73,19,6,Grocery,0.07458313925920941,616.0,11648.42013262747
842,48,Other,Tier3,10571.662786694906,23,20,20,Electronics,0.23235459122671512,688.0,8009.4969360285195
843,26,Male,Tier1,20541.3440385385,95,14,3,Electronics,0.331822443402115,,8096.138368543252
844,44,Male,Tier1,18937.233769377748,32,18,2,Electronics,0.4371175792493874,633.0,6768.042937626743
845,41,Female,Tier1,20635.27306534448,31,13,0,Electronics,0.4465643302366119,765.0,7064.699537855224
846,45,Male,Tier2,13311.870713954644,17,21,6,Electronics,0.15004888735435257,,5870.791791439174
847,43,Male,Tier3,37440.316268769515,58,17,8,Grocery,,668.0,14053.789275936877
848,69,Female,Tier1,18183.950522906944,86,17,1,Fashion,0.028121276583716964,569.0,5547.659726678514
849,32,Female,Tier2,17179.61378868633,35,18,6,Electronics,0.37030021711631206,572.0,7630.616499339782
850,33,Male,Tier2,13343.456089011925,30,17,9,Electronics,0.45525884983570586,699.0,6378.988315018606
851,32,Other,Tier2,25915.849019582634,64,19,1,Fashion,0.017808148534312493,607.0,7331.845654196379
852,33,Female,Tier1,62801.99806294261,53,20,12,Fashion,0.22697727561810055,600.0,21296.12987609259
853,32,Female,Tier3,21869.6299343396,51,17,2,Electronics,0.008677588287557011,635.0,10538.268297425797
854,54,Female,Tier1,,37,25,12,Electronics,0.47748996770569035,636.0,10963.968825585007
855,57,Female,Tier2,,90,25,9,Grocery,0.05700752298723225,722.0,27285.28902511413
856,33,Male,Tier1,51144.47641007943,6,21,11,Grocery,0.7301900366460802,609.0,15920.483620832389
857,30,Male,Tier1,33237.079107403246,34,27,2,Electronics,0.1824702968795644,714.0,9745.897213062042
858,45,Female,Tier3,32273.070679641914,56,19,19,Grocery,,685.0,12474.296561174111
859,33,Female,Tier1,,96,16,5,Grocery,0.08130377434150689,516.0,7508.220121774837
860,47,Male,Tier1,13485.78417835935,25,15,2,Electronics,0.23851999958392617,673.0,5203.518725940187
861,42,Female,Tier2,24318.331000561087,13,19,1,Grocery,0.192470771268377,,6534.1139217258315
862,21,Female,Tier2,,63,15,13,Electronics,0.38210497737325466,578.0,10418.239018196042
863,58,Male,Tier2,12150.973775356071,66,20,14,Grocery,0.18884926019936352,687.0,7881.603110188389
864,61,Male,Tier1,,5,22,17,Electronics,0.25279280048925384,649.0,15823.837971286046
865,32,Male,Tier1,18140.303927051653,75,17,18,Electronics,0.13707198985236257,,8507.611994965999
866,35,Female,Tier1,,11,15,9,Grocery,0.27403149118358133,,18395.714607991424
867,43,Male,Tier1,21188.503837201817,88,20,19,Grocery,0.12612647514203112,441.0,11062.473703996051
868,44,Male,Tier3,19915.54455044233,78,21,16,Luxury,0.12948298449999307,542.0,10308.446113504187
869,47,Female,Tier1,11428.008250963561,94,25,16,Electronics,0.6805294136422465,696.0,8255.70210320749
870,64,Female,Tier1,12338.727662994272,44,12,18,Electronics,0.22094405041179527,605.0,7668.270955951266
871,37,Male,Tier1,55405.55040619259,99,19,3,Luxury,0.31724259362815216,663.0,15914.721963860187
872,30,Male,Tier1,26589.57825018706,85,22,10,Grocery,0.08790507086349883,651.0,8689.257163370676
873,23,Female,Tier2,28926.449592564695,69,26,16,Fashion,0.14917102064538396,652.0,12025.45662657919
874,31,Female,Tier2,67538.48549182329,2,18,9,Electronics,0.37477538387563564,731.0,20045.269125044768
875,39,Female,Tier1,8757.694512267186,40,27,16,Electronics,0.13425830034510133,633.0,6208.271308930311
876,61,Female,Tier1,35237.953386443245,37,18,11,Electronics,0.15503665500429167,722.0,14699.4818143702
877,33,Male,Tier1,7247.967724669743,49,29,9,Fashion,0.28434787057788025,451.0,5322.940534348971
878,42,Male,Tier2,16214.215566805973,98,20,9,Fashion,,738.0,7445.511392624176
879,39,Male,Tier2,9881.692509538167,75,25,5,Electronics,0.21254610127764265,546.0,4509.613336135509
880,54,Male,Tier1,40175.529973889374,36,16,16,Electronics,0.7292605223425528,564.0,15824.703806380734
881,70,Female,Tier1,5867.54474474623,75,17,18,Electronics,0.19092081065486072,593.0,6203.728718301358
882,33,Male,Tier2,18749.846450400357,73,22,1,Grocery,0.33141971096580775,736.0,8250.06245432762
883,34,Male,Tier3,9787.495345673686,70,18,3,Electronics,0.5454464929062313,578.0,4061.1968459246323
884,52,Other,Tier3,,34,24,17,Grocery,0.2702450109871823,597.0,8241.256523352846
885,48,Male,Tier1,13487.278476406584,58,16,20,Electronics,0.09072982349617205,573.0,8868.918262842926
886,62,Male,Tier1,,37,19,3,Electronics,,670.0,17353.036522483853
887,47,Male,Tier1,17419.392654822117,96,18,5,Electronics,0.06462508543704144,709.0,7742.283445136078
888,35,Female,Tier2,73801.03148190212,60,21,13,Grocery,0.008699504116476004,786.0,25588.668139059166
889,47,Female,Tier3,85443.48385272612,12,12,6,Electronics,0.31158810781281615,841.0,26496.695640539772
890,53,Male,Tier1,96720.31170467066,32,14,11,Fashion,0.14367701844094233,702.0,30009.184658065707
891,49,Female,Tier1,21138.750576445378,81,21,1,Grocery,0.5409846804280035,679.0,6739.889458127424
892,46,Female,Tier1,25520.82329106297,4,21,17,Electronics,0.6741133330682427,552.0,11862.126017517068
893,52,Female,Tier1,28697.605034887205,33,21,12,Electronics,,802.0,12298.840440223772
894,54,Female,Tier1,17030.455496444356,43,24,12,Fashion,0.3571793440644787,667.0,7740.400002995724
895,56,Female,Tier2,29645.30905215589,9,14,4,Electronics,0.4820588244822885,626.0,10225.081620704445
896,47,Female,Tier1,11445.62288380868,98,25,6,Electronics,0.08581665697918683,681.0,5285.760463695117
897,37,Male,Tier1,5926.36883332121,51,19,11,Fashion,0.08856937429229066,599.0,5026.095107224848
898,41,Male,Tier2,36311.66140883955,94,22,13,Grocery,0.28816771681438386,462.0,16976.307891128723
899,54,Male,Tier1,17242.950748860396,20,16,0,Electronics,0.18679816679253086,695.0,6260.95742606139
900,30,Female,Tier1,11117.944608698592,39,23,9,Electronics,0.3125584873331436,757.0,5796.438758119242
901,44,Female,Tier1,12147.04960154076,23,30,8,Fashion,0.2977653767053793,694.0,7068.978521581744
902,35,Female,Tier3,,41,13,9,Electronics,0.5581939116137153,,17043.741715095955
903,40,Male,Tier2,30481.61377111131,44,20,6,Electronics,0.29507543929283686,651.0,11509.966272745967
904,55,Female,Tier1,7588.467747997405,35,16,15,Electronics,0.06424233162900776,663.0,7085.137944531951
905,42,Female,Tier2,9596.075686147144,23,17,11,Electronics,0.4126733357660274,661.0,5094.422517622538
906,40,Female,Tier1,17956.08396292391,58,27,11,Luxury,0.12484767473983732,645.0,8521.258182407311
907,23,Female,Tier2,30745.11967366512,48,22,18,Grocery,0.42044804254340096,652.0,13165.692643642578
908,48,Female,Tier2,12629.618829756071,87,27,12,Grocery,,774.0,6479.5912963692
909,47,Female,Tier3,19514.973615612053,58,14,20,Luxury,0.43811974742606663,687.0,9383.807400327307
910,65,Female,Tier1,23865.42008309091,57,17,17,Electronics,0.38732534444820865,658.0,11057.502491512725
911,36,Female,Tier3,24214.039447160907,87,20,2,Electronics,,,10055.319203222478
912,42,Male,Tier3,4119.160447502105,39,23,6,Grocery,0.06733532717255769,702.0,3617.2283812444466
913,42,Male,Tier3,25723.20959098566,28,32,0,Electronics,0.15088361693843888,725.0,10607.597875034957
914,58,Female,Tier2,6548.545546104179,64,18,2,Electronics,0.46547790032366515,589.0,3072.806222593993
915,38,Male,Tier1,18025.109967186618,62,15,20,Electronics,0.12912892319046124,611.0,10341.245371464798
916,43,Other,Tier1,15506.420875535841,83,17,13,Electronics,0.1123983100220779,584.0,6601.552547648238
917,47,Male,Tier1,10351.502637884507,62,17,3,Electronics,0.34917504917168,711.0,5041.565007218906
918,42,Female,Tier1,39744.11436383062,94,20,18,Electronics,0.3156518365990816,707.0,18252.83643011688
919,34,Male,Tier2,10028.806672670566,85,15,5,Electronics,0.46295316956404453,548.0,4437.487163110535
920,42,Male,Tier2,,88,22,19,Electronics,0.12246308143830684,681.0,8381.607625315042
921,52,Female,Tier3,,85,19,8,Electronics,0.44631863269635247,759.0,11358.108625137336
922,27,Male,Tier1,14972.189348831169,26,26,10,Electronics,0.42645017872255014,631.0,6468.54476372316
923,41,Male,Tier1,12952.485853692106,51,14,14,Luxury,0.2090547926013697,675.0,6730.948392412843
924,31,Male,Tier2,18256.76890526305,50,22,8,Fashion,0.12410624862324374,708.0,8388.287658491585
925,54,Female,Tier1,32155.917261172297,36,20,10,Grocery,0.5662994875750398,544.0,11679.943058140081
926,21,Male,Tier1,60622.132209247946,26,18,9,Luxury,0.1644889929774425,662.0,21004.42015829583
927,33,Female,Tier3,11438.211112751213,33,13,1,Luxury,0.283056058967281,751.0,4315.042552895826
928,44,Female,Tier2,12105.832305485264,100,23,13,Electronics,0.10487718257284231,602.0,8069.728274268151
929,58,Female,Tier1,18152.529866278812,68,24,3,Electronics,0.260034222491986,716.0,6414.421406857897
930,39,Female,Tier3,25876.70587386778,73,19,1,Luxury,0.27884301679802787,652.0,6476.561517897304
931,33,Female,Tier2,12846.50842113721,8,14,4,Grocery,0.17727434162048253,596.0,4661.337825750968
932,62,Male,Tier2,35667.47034360387,66,24,13,Electronics,0.32421920784247227,642.0,15250.661656329368
933,22,Female,Tier3,11590.088520694695,93,20,14,Grocery,0.21967294847277288,607.0,7542.359410915057
934,13,Male,Tier1,5822.015504281773,23,23,18,Electronics,0.3125453533167333,,6434.324374473974
935,45,Female,Tier2,31960.07341015129,70,9,5,Electronics,0.5795694650793749,629.0,9348.197783943282
936,33,Male,Tier1,34658.997229056185,55,17,14,Electronics,0.09535145557235003,655.0,14518.15727862214
937,27,Female,Tier1,45764.110296960556,43,28,13,Electronics,0.2658643859667327,636.0,20943.397134582454
938,48,Male,Tier3,,100,17,7,Electronics,0.17128011131140244,628.0,3922.499618545931
939,42,Male,Tier2,13822.727875769488,21,21,19,Fashion,0.37144490782174316,668.0,7411.15493267639
940,33,Female,Tier2,18476.58035339968,22,19,11,Electronics,0.19789491452429325,692.0,8449.362348661536
941,24,Female,Tier3,75347.85386197308,9,27,3,Electronics,0.11178262396297904,558.0,23177.965249677727
942,50,Male,Tier3,19703.64698066869,34,17,20,Electronics,0.10860371330644003,629.0,9179.61665163133
943,47,Female,Tier3,8582.13776649891,59,20,5,Grocery,,492.0,5037.099773789591
944,38,Female,Tier1,27111.637028097986,26,17,10,Luxury,0.19497733261484593,637.0,8911.7561462858
945,62,Other,Tier1,55084.26364423701,1,22,6,Electronics,0.2242066397146153,662.0,18317.619896858516
946,27,Female,Tier1,47460.224490262015,100,30,3,Electronics,0.11390327412932477,,19328.333767706412
947,21,Male,Tier1,,5,18,14,Electronics,0.29543867455314754,662.0,11764.736954733806
948,31,Male,Tier1,26471.994900812086,41,24,0,Grocery,,693.0,8563.06178280713
949,39,Female,Tier2,,63,25,8,Electronics,0.41532241908005557,655.0,3896.0054076923916
950,42,Female,Tier2,22425.781112471355,22,23,19,Electronics,0.4540810265282817,595.0,10326.160285168657
951,37,Male,Tier3,24951.723670221265,68,16,7,Electronics,0.7849194110053164,560.0,8182.859512696505
952,44,Male,Tier2,19693.88042265853,48,20,11,Electronics,0.47643702660005943,628.0,8928.392841889963
953,24,Female,Tier2,36133.291488174655,66,22,6,Fashion,0.454850273390691,588.0,13836.758800029616
954,57,Male,Tier1,19473.338216963424,16,24,17,Electronics,,640.0,10640.441488959246
955,39,Male,Tier1,17017.640414965743,80,22,0,Electronics,0.045172090324564,610.0,5337.055398845779
956,53,Male,Tier1,45583.377710574234,53,12,8,Fashion,0.09641887059471332,683.0,12076.554808695288
957,44,Male,Tier2,16489.645218224297,86,17,6,Fashion,0.16694279994482972,653.0,7533.471862521764
958,45,Male,Tier1,,65,26,13,Electronics,0.043663936884359676,685.0,12206.36590184518
959,46,Female,Tier2,41285.71749518579,79,14,0,Luxury,0.23631045110258006,685.0,18206.110983777973
960,45,Male,Tier2,,64,16,12,Grocery,0.15660078015120646,635.0,7998.771219915172
961,47,Male,Tier1,10062.486372971473,88,20,19,Electronics,0.30180720617775525,640.0,8402.903270952917
962,55,Male,Tier1,56985.84080083129,68,21,14,Electronics,0.3532268987373027,690.0,17644.677046824214
963,42,Male,Tier1,14546.44041161842,63,24,4,Electronics,0.11200651855523704,845.0,6112.363891800241
964,48,Male,Tier1,,62,16,4,Electronics,0.3953974732430484,570.0,13086.985708840404
965,38,Female,Tier2,6356.767533689802,82,20,13,Electronics,0.46676304296208726,653.0,5187.485392493885
966,57,Female,Tier2,3819.4582983251494,81,13,13,Grocery,0.2989746055863586,554.0,4064.7478259034137
967,31,Male,Tier2,,71,25,13,Fashion,0.5389745022343472,648.0,13719.509238784522
968,61,Male,Tier3,20145.486429498753,45,17,4,Electronics,0.14927216622928396,596.0,7043.075636921451
969,39,Male,Tier2,28610.870418722927,52,17,10,Electronics,0.24967726011814445,640.0,11504.46715847733
970,22,Female,Tier3,81821.56853253949,74,23,18,Electronics,0.2295164874995931,662.0,29380.403306947297
971,41,Female,Tier1,9263.717695468065,65,24,4,Grocery,0.5285857651139089,610.0,4472.802453006022
972,31,Male,Tier2,22623.207207307674,2,23,3,Grocery,0.12956969042983646,,9028.93060141847
973,50,Female,Tier1,61958.88258483542,49,17,14,Electronics,0.3716477292109193,764.0,19202.432670434428
974,32,Male,Tier1,10248.707925298066,22,30,20,Grocery,0.5854704248710367,717.0,6553.688281288138
975,34,Female,Tier1,14627.975069370828,96,23,6,Electronics,0.7863655367846603,639.0,5613.232356629034
976,17,Female,Tier2,6392.625614073552,29,13,4,Grocery,0.20784301971349034,578.0,3239.75813455072
